Elapsed, Counts, T (Raw), T1 (C), P (Raw), P1 (mbar), P2 (mbar), Altitude (m), Dead Time (s), Dead Time Counts
794823.504000, -1, 8347768, 27.078431, 6774298, 1009.264988, 1009.264988, 101.044624, 0.000000, -1
794824.504000, -1, 8347626, 27.073720, 6774448, 1009.313100, 1009.313100, 100.633324, 0.000000, -1
794825.504000, -1, 8347646, 27.074383, 6774434, 1009.309120, 1009.309120, 100.667397, 0.000000, -1
794826.504000, -1, 8347566, 27.071729, 6774438, 1009.304643, 1009.304643, 100.705139, 0.000000, -1
794827.504000, -1, 8347510, 27.069872, 6774348, 1009.265106, 1009.265106, 101.042152, 0.000000, -1
794828.504000, -1, 8347496, 27.069407, 6774460, 1009.307983, 1009.307983, 100.676247, 0.000000, -1
794829.504000, -1, 8347388, 27.065824, 6774432, 1009.288838, 1009.288838, 100.838974, 0.000000, -1
794830.504000, -1, 8347402, 27.066289, 6774602, 1009.356583, 1009.356583, 100.261078, 0.000000, -1
794831.504000, -1, 8347298, 27.062839, 6774616, 1009.354215, 1009.354215, 100.280693, 0.000000, -1
794832.504000, -1, 8347296, 27.062772, 6774474, 1009.298361, 1009.298361, 100.757202, 0.000000, -1
794833.504000, -1, 8347260, 27.061578, 6774500, 1009.305839, 1009.305839, 100.693199, 0.000000, -1
794834.504000, -1, 8347248, 27.061180, 6774554, 1009.326115, 1009.326115, 100.520142, 0.000000, -1
794835.504000, -1, 8347160, 27.058260, 6774470, 1009.286514, 1009.286514, 100.857506, 0.000000, -1
794836.504000, -1, 8346994, 27.052753, 6774530, 1009.297505, 1009.297505, 100.762794, 0.000000, -1
794837.504000, -1, 8346970, 27.051957, 6774620, 1009.330995, 1009.330995, 100.476936, 0.000000, -1
794838.504000, -1, 8346998, 27.052886, 6774442, 1009.263288, 1009.263288, 101.054749, 0.000000, -1
794839.504000, -1, 8346874, 27.048773, 6774572, 1009.304911, 1009.304911, 100.698921, 0.000000, -1
794840.504000, -1, 8346820, 27.046981, 6774416, 1009.239637, 1009.239637, 101.255516, 0.000000, -1
794841.504000, -1, 8346772, 27.045389, 6774528, 1009.279943, 1009.279943, 100.911362, 0.000000, -1
794842.504000, -1, 8346708, 27.043266, 6774566, 1009.290012, 1009.290012, 100.825096, 0.000000, -1
794843.504000, -1, 8346630, 27.040678, 6774602, 1009.298238, 1009.298238, 100.754463, 0.000000, -1
794844.504000, -1, 8346492, 27.036100, 6774504, 1009.249368, 1009.249368, 101.170624, 0.000000, -1
794845.504000, -1, 8346428, 27.033977, 6774560, 1009.266497, 1009.266497, 101.024117, 0.000000, -1
794846.504000, -1, 8346292, 27.029465, 6774564, 1009.257788, 1009.257788, 101.097641, 0.000000, -1
794847.504000, -1, 8346158, 27.025019, 6774678, 1009.292377, 1009.292377, 100.801788, 0.000000, -1
794848.504000, -1, 8346052, 27.021503, 6774586, 1009.248279, 1009.248279, 101.177399, 0.000000, -1
794849.504000, -1, 8346086, 27.022631, 6774662, 1009.280659, 1009.280659, 100.901344, 0.000000, -1
794850.504000, -1, 8345942, 27.017854, 6774718, 1009.291741, 1009.291741, 100.805984, 0.000000, -1
794851.504000, -1, 8345778, 27.012413, 6774632, 1009.245614, 1009.245614, 101.198570, 0.000000, -1
794852.504000, -1, 8345726, 27.010688, 6774716, 1009.274632, 1009.274632, 100.950722, 0.000000, -1
794853.504000, -1, 8345556, 27.005048, 6774748, 1009.274334, 1009.274334, 100.952293, 0.000000, -1
794854.504000, -1, 8345488, 27.002792, 6774782, 1009.282530, 1009.282530, 100.881981, 0.000000, -1
794855.504000, -1, 8345366, 26.998745, 6774658, 1009.224674, 1009.224674, 101.374870, 0.000000, -1
794856.504000, -1, 8345242, 26.994631, 6774860, 1009.294530, 1009.294530, 100.778214, 0.000000, -1
794857.504000, -1, 8345136, 26.991115, 6774918, 1009.309267, 1009.309267, 100.651901, 0.000000, -1
794858.504000, -1, 8344990, 26.986271, 6774788, 1009.247244, 1009.247244, 101.180176, 0.000000, -1
794859.504000, -1, 8344932, 26.984347, 6774790, 1009.243645, 1009.243645, 101.210548, 0.000000, -1
794860.504000, -1, 8344860, 26.981959, 6774832, 1009.254675, 1009.254675, 101.116035, 0.000000, -1
794861.504000, -1, 8344626, 26.974196, 6774772, 1009.213457, 1009.213457, 101.466331, 0.000000, -1
794862.504000, -1, 8344564, 26.972139, 6774816, 1009.226028, 1009.226028, 101.358734, 0.000000, -1
794863.504000, -1, 8344410, 26.967030, 6774978, 1009.277923, 1009.277923, 100.915154, 0.000000, -1
794864.504000, -1, 8344302, 26.963447, 6774926, 1009.249366, 1009.249366, 101.158142, 0.000000, -1
794865.504000, -1, 8344276, 26.962585, 6775040, 1009.292110, 1009.292110, 100.793365, 0.000000, -1
794866.504000, -1, 8344096, 26.956613, 6774916, 1009.229874, 1009.229874, 101.323257, 0.000000, -1
794867.504000, -1, 8344014, 26.953893, 6774956, 1009.239363, 1009.239363, 101.241837, 0.000000, -1
794868.504000, -1, 8343902, 26.950177, 6774902, 1009.209720, 1009.209720, 101.494072, 0.000000, -1
794869.504000, -1, 8343774, 26.945931, 6775032, 1009.251027, 1009.251027, 101.140961, 0.000000, -1
794870.504000, -1, 8343786, 26.946329, 6775152, 1009.298995, 1009.298995, 100.731850, 0.000000, -1
794871.504000, -1, 8343540, 26.938168, 6775032, 1009.233339, 1009.233339, 101.290512, 0.000000, -1
794872.504000, -1, 8343458, 26.935448, 6775154, 1009.274985, 1009.274985, 100.934792, 0.000000, -1
794873.504000, -1, 8343378, 26.932794, 6775086, 1009.242271, 1009.242271, 101.213394, 0.000000, -1
794874.504000, -1, 8343306, 26.930405, 6775070, 1009.230554, 1009.230554, 101.312935, 0.000000, -1
794875.504000, -1, 8343166, 26.925761, 6775024, 1009.201932, 1009.201932, 101.556290, 0.000000, -1
794876.504000, -1, 8343066, 26.922443, 6775120, 1009.232020, 1009.232020, 101.299057, 0.000000, -1
794877.504000, -1, 8342908, 26.917201, 6775006, 1009.175372, 1009.175372, 101.781387, 0.000000, -1
794878.504000, -1, 8342802, 26.913685, 6775162, 1009.228534, 1009.228534, 101.327286, 0.000000, -1
794879.504000, -1, 8342752, 26.912026, 6775160, 1009.223970, 1009.223970, 101.365929, 0.000000, -1
794880.504000, -1, 8342660, 26.908974, 6775134, 1009.206820, 1009.206820, 101.511703, 0.000000, -1
794881.504000, -1, 8342552, 26.905391, 6775196, 1009.222969, 1009.222969, 101.373329, 0.000000, -1
794882.504000, -1, 8342356, 26.898889, 6775398, 1009.287363, 1009.287363, 100.822945, 0.000000, -1
794883.504000, -1, 8342314, 26.897496, 6775254, 1009.227721, 1009.227721, 101.331436, 0.000000, -1
794884.504000, -1, 8342152, 26.892121, 6775266, 1009.220180, 1009.220180, 101.394829, 0.000000, -1
794885.504000, -1, 8341980, 26.886415, 6775342, 1009.236979, 1009.236979, 101.250557, 0.000000, -1
794886.504000, -1, 8341926, 26.884624, 6775328, 1009.227407, 1009.227407, 101.331894, 0.000000, -1
794887.504000, -1, 8341734, 26.878254, 6775312, 1009.206619, 1009.206619, 101.508118, 0.000000, -1
794888.504000, -1, 8341678, 26.876396, 6775374, 1009.226696, 1009.226696, 101.336540, 0.000000, -1
794889.504000, -1, 8341430, 26.868169, 6775470, 1009.245590, 1009.245590, 101.173965, 0.000000, -1
794890.504000, -1, 8341358, 26.865781, 6775528, 1009.262889, 1009.262889, 101.026016, 0.000000, -1
794891.504000, -1, 8341192, 26.860274, 6775568, 1009.266022, 1009.266022, 100.998337, 0.000000, -1
794892.504000, -1, 8341092, 26.856956, 6775506, 1009.234152, 1009.234152, 101.269592, 0.000000, -1
794893.504000, -1, 8341006, 26.854103, 6775584, 1009.258234, 1009.258234, 101.063713, 0.000000, -1
794894.504000, -1, 8340788, 26.846871, 6775570, 1009.236263, 1009.236263, 101.249855, 0.000000, -1
794895.504000, -1, 8340680, 26.843288, 6775566, 1009.226529, 1009.226529, 101.332260, 0.000000, -1
794896.504000, -1, 8340584, 26.840103, 6775690, 1009.267889, 1009.267889, 100.978958, 0.000000, -1
794897.504000, -1, 8340454, 26.835791, 6775754, 1009.283153, 1009.283153, 100.848030, 0.000000, -1
794898.504000, -1, 8340414, 26.834464, 6775756, 1009.280913, 1009.280913, 100.866913, 0.000000, -1
794899.504000, -1, 8340280, 26.830018, 6775738, 1009.263724, 1009.263724, 101.012749, 0.000000, -1
794900.504000, -1, 8340080, 26.823383, 6775832, 1009.285456, 1009.285456, 100.826263, 0.000000, -1
794901.504000, -1, 8340066, 26.822919, 6775752, 1009.253032, 1009.253032, 101.102707, 0.000000, -1
794902.504000, -1, 8339918, 26.818009, 6775744, 1009.238706, 1009.238706, 101.224052, 0.000000, -1
794903.504000, -1, 8339748, 26.812369, 6775780, 1009.239966, 1009.239966, 101.212334, 0.000000, -1
794904.504000, -1, 8339650, 26.809118, 6775952, 1009.299990, 1009.299990, 100.699875, 0.000000, -1
794905.504000, -1, 8339546, 26.805668, 6775902, 1009.272523, 1009.272523, 100.933517, 0.000000, -1
794906.504000, -1, 8339376, 26.800028, 6775930, 1009.270646, 1009.270646, 100.948563, 0.000000, -1
794907.504000, -1, 8339388, 26.800426, 6775890, 1009.255872, 1009.255872, 101.074631, 0.000000, -1
794908.504000, -1, 8339290, 26.797175, 6775772, 1009.202201, 1009.202201, 101.531807, 0.000000, -1
794909.504000, -1, 8339120, 26.791535, 6775912, 1009.244232, 1009.244232, 101.172363, 0.000000, -1
794910.504000, -1, 8339000, 26.787555, 6776016, 1009.275930, 1009.275930, 100.901360, 0.000000, -1
794911.504000, -1, 8338868, 26.783175, 6776058, 1009.282414, 1009.282414, 100.845314, 0.000000, -1
794912.504000, -1, 8338792, 26.780654, 6776026, 1009.264122, 1009.264122, 101.000870, 0.000000, -1
794913.504000, -1, 8338728, 26.778531, 6776118, 1009.295349, 1009.295349, 100.734207, 0.000000, -1
794914.504000, -1, 8338600, 26.774285, 6776074, 1009.268421, 1009.268421, 100.963120, 0.000000, -1
794915.504000, -1, 8338502, 26.771033, 6776078, 1009.262578, 1009.262578, 101.012383, 0.000000, -1
794916.504000, -1, 8338390, 26.767318, 6776022, 1009.232156, 1009.232156, 101.271187, 0.000000, -1
794917.504000, -1, 8338200, 26.761015, 6776046, 1009.227197, 1009.227197, 101.312386, 0.000000, -1
794918.504000, -1, 8338192, 26.760749, 6776166, 1009.273634, 1009.273634, 100.916344, 0.000000, -1
794919.504000, -1, 8337962, 26.753119, 6776066, 1009.217040, 1009.217040, 101.397644, 0.000000, -1
794920.504000, -1, 8338022, 26.755110, 6776164, 1009.259994, 1009.259994, 101.031685, 0.000000, -1
794921.504000, -1, 8337892, 26.750797, 6776206, 1009.266627, 1009.266627, 100.974380, 0.000000, -1
794922.504000, -1, 8337706, 26.744626, 6776138, 1009.225906, 1009.225906, 101.320580, 0.000000, -1
794923.504000, -1, 8337618, 26.741707, 6776234, 1009.256883, 1009.256883, 101.055916, 0.000000, -1
794924.504000, -1, 8337496, 26.737660, 6776218, 1009.241385, 1009.241385, 101.187378, 0.000000, -1
794925.504000, -1, 8337442, 26.735868, 6776312, 1009.274148, 1009.274148, 100.907684, 0.000000, -1
794926.504000, -1, 8337340, 26.732484, 6776304, 1009.263299, 1009.263299, 100.999619, 0.000000, -1
794927.504000, -1, 8337218, 26.728437, 6776260, 1009.236825, 1009.236825, 101.224670, 0.000000, -1
794928.504000, -1, 8337076, 26.723726, 6776386, 1009.275476, 1009.275476, 100.894279, 0.000000, -1
794929.504000, -1, 8337066, 26.723395, 6776460, 1009.303726, 1009.303726, 100.653336, 0.000000, -1
794930.504000, -1, 8336854, 26.716361, 6776342, 1009.241440, 1009.241440, 101.183243, 0.000000, -1
794931.504000, -1, 8336908, 26.718153, 6776436, 1009.282369, 1009.282369, 100.834549, 0.000000, -1
794932.504000, -1, 8336614, 26.708400, 6776504, 1009.286788, 1009.286788, 100.795197, 0.000000, -1
794933.504000, -1, 8336574, 26.707073, 6776376, 1009.233591, 1009.233591, 101.248573, 0.000000, -1
794934.504000, -1, 8336442, 26.702693, 6776400, 1009.233015, 1009.233015, 101.252724, 0.000000, -1
794935.504000, -1, 8336464, 26.703423, 6776328, 1009.206458, 1009.206458, 101.479317, 0.000000, -1
794936.504000, -1, 8336306, 26.698182, 6776542, 1009.278388, 1009.278388, 100.865067, 0.000000, -1
794937.504000, -1, 8336196, 26.694532, 6776366, 1009.201084, 1009.201084, 101.523598, 0.000000, -1
794938.504000, -1, 8336120, 26.692011, 6776498, 1009.247075, 1009.247075, 101.131004, 0.000000, -1
794939.504000, -1, 8336024, 26.688826, 6776642, 1009.296255, 1009.296255, 100.711121, 0.000000, -1
794940.504000, -1, 8335958, 26.686637, 6776650, 1009.294398, 1009.294398, 100.726578, 0.000000, -1
794941.504000, -1, 8335770, 26.680400, 6776598, 1009.259798, 1009.259798, 101.020523, 0.000000, -1
794942.504000, -1, 8335732, 26.679139, 6776694, 1009.294550, 1009.294550, 100.723999, 0.000000, -1
794943.504000, -1, 8335562, 26.673500, 6776652, 1009.265231, 1009.265231, 100.973015, 0.000000, -1
794944.504000, -1, 8335556, 26.673301, 6776696, 1009.282022, 1009.282022, 100.829811, 0.000000, -1
794945.504000, -1, 8335410, 26.668457, 6776792, 1009.308605, 1009.308605, 100.602341, 0.000000, -1
794946.504000, -1, 8335318, 26.665405, 6776750, 1009.285185, 1009.285185, 100.801498, 0.000000, -1
794947.504000, -1, 8335224, 26.662287, 6776784, 1009.291400, 1009.291400, 100.747963, 0.000000, -1
794948.504000, -1, 8335094, 26.657974, 6776742, 1009.265106, 1009.265106, 100.971413, 0.000000, -1
794949.504000, -1, 8335180, 26.660827, 6776704, 1009.256718, 1009.256718, 101.043419, 0.000000, -1
794950.504000, -1, 8335004, 26.654988, 6776762, 1009.266137, 1009.266137, 100.962105, 0.000000, -1
794951.504000, -1, 8335008, 26.655121, 6776824, 1009.290739, 1009.290739, 100.752373, 0.000000, -1
794952.504000, -1, 8334846, 26.649747, 6776764, 1009.254970, 1009.254970, 101.056419, 0.000000, -1
794953.504000, -1, 8334776, 26.647424, 6776810, 1009.267704, 1009.267704, 100.947456, 0.000000, -1
794954.504000, -1, 8334746, 26.646429, 6776718, 1009.229379, 1009.229379, 101.274048, 0.000000, -1
794955.504000, -1, 8334634, 26.642714, 6776870, 1009.280477, 1009.280477, 100.837738, 0.000000, -1
794956.504000, -1, 8334538, 26.639529, 6776818, 1009.252837, 1009.252837, 101.072853, 0.000000, -1
794957.504000, -1, 8334500, 26.638268, 6776798, 1009.242124, 1009.242124, 101.163971, 0.000000, -1
794958.504000, -1, 8334400, 26.634951, 6776688, 1009.191451, 1009.191451, 101.595451, 0.000000, -1
794959.504000, -1, 8334346, 26.633159, 6776920, 1009.278288, 1009.278288, 100.854767, 0.000000, -1
794960.504000, -1, 8334242, 26.629709, 6776968, 1009.289232, 1009.289232, 100.760872, 0.000000, -1
794961.504000, -1, 8334220, 26.628979, 6776908, 1009.264054, 1009.264054, 100.975403, 0.000000, -1
794962.504000, -1, 8334054, 26.623472, 6777050, 1009.307146, 1009.307146, 100.607079, 0.000000, -1
794963.504000, -1, 8333990, 26.621349, 6776880, 1009.235683, 1009.235683, 101.215973, 0.000000, -1
794964.504000, -1, 8333906, 26.618562, 6776936, 1009.251275, 1009.251275, 101.082565, 0.000000, -1
794965.504000, -1, 8333848, 26.616638, 6777066, 1009.297833, 1009.297833, 100.685303, 0.000000, -1
794966.504000, -1, 8333792, 26.614780, 6777052, 1009.288110, 1009.288110, 100.767876, 0.000000, -1
794967.504000, -1, 8333718, 26.612325, 6776980, 1009.254297, 1009.254297, 101.055725, 0.000000, -1
794968.504000, -1, 8333610, 26.608743, 6776954, 1009.235938, 1009.235938, 101.211632, 0.000000, -1
794969.504000, -1, 8333558, 26.607017, 6777048, 1009.268841, 1009.268841, 100.930817, 0.000000, -1
794970.504000, -1, 8333458, 26.603700, 6777184, 1009.314572, 1009.314572, 100.540390, 0.000000, -1
794971.504000, -1, 8333382, 26.601179, 6777164, 1009.300985, 1009.300985, 100.655785, 0.000000, -1
794972.504000, -1, 8333290, 26.598127, 6777058, 1009.252487, 1009.252487, 101.068718, 0.000000, -1
794973.504000, -1, 8333202, 26.595207, 6777056, 1009.245046, 1009.245046, 101.131653, 0.000000, -1
794974.504000, -1, 8333148, 26.593416, 6777128, 1009.269176, 1009.269176, 100.925629, 0.000000, -1
794975.504000, -1, 8333016, 26.589037, 6777234, 1009.300727, 1009.300727, 100.655899, 0.000000, -1
794976.504000, -1, 8332928, 26.586117, 6777132, 1009.254100, 1009.254100, 101.052902, 0.000000, -1
794977.504000, -1, 8332848, 26.583463, 6777214, 1009.280181, 1009.280181, 100.830109, 0.000000, -1
794978.504000, -1, 8332770, 26.580876, 6777334, 1009.321303, 1009.321303, 100.479111, 0.000000, -1
794979.504000, -1, 8332726, 26.579416, 6777308, 1009.307786, 1009.307786, 100.594086, 0.000000, -1
794980.504000, -1, 8332602, 26.575302, 6777184, 1009.249815, 1009.249815, 101.087570, 0.000000, -1
794981.504000, -1, 8332532, 26.572980, 6777162, 1009.235899, 1009.235899, 101.205811, 0.000000, -1
794982.504000, -1, 8332488, 26.571521, 6777270, 1009.274890, 1009.274890, 100.873161, 0.000000, -1
794983.504000, -1, 8332374, 26.567739, 6777306, 1009.280372, 1009.280372, 100.825783, 0.000000, -1
794984.504000, -1, 8332236, 26.563160, 6777268, 1009.255041, 1009.255041, 101.040932, 0.000000, -1
794985.504000, -1, 8332220, 26.562630, 6777334, 1009.279692, 1009.279692, 100.830696, 0.000000, -1
794986.504000, -1, 8332034, 26.556459, 6777402, 1009.292265, 1009.292265, 100.722458, 0.000000, -1
794987.504000, -1, 8332020, 26.555995, 6777388, 1009.285720, 1009.285720, 100.778168, 0.000000, -1
794988.504000, -1, 8331956, 26.553872, 6777300, 1009.246397, 1009.246397, 101.113022, 0.000000, -1
794989.504000, -1, 8331882, 26.551417, 6777328, 1009.251770, 1009.251770, 101.066795, 0.000000, -1
794990.504000, -1, 8331814, 26.549161, 6777274, 1009.225467, 1009.225467, 101.290642, 0.000000, -1
794991.504000, -1, 8331724, 26.546175, 6777380, 1009.260191, 1009.260191, 100.994110, 0.000000, -1
794992.504000, -1, 8331626, 26.542924, 6777324, 1009.230835, 1009.230835, 101.243805, 0.000000, -1
794993.504000, -1, 8331586, 26.541597, 6777330, 1009.230160, 1009.230160, 101.249329, 0.000000, -1
794994.504000, -1, 8331476, 26.537948, 6777420, 1009.257101, 1009.257101, 101.019035, 0.000000, -1
794995.504000, -1, 8331320, 26.532772, 6777538, 1009.291533, 1009.291533, 100.724648, 0.000000, -1
794996.504000, -1, 8331270, 26.531114, 6777536, 1009.286966, 1009.286966, 100.763283, 0.000000, -1
794997.504000, -1, 8331170, 26.527796, 6777412, 1009.230816, 1009.230816, 101.241364, 0.000000, -1
794998.504000, -1, 8331104, 26.525607, 6777462, 1009.245413, 1009.245413, 101.116554, 0.000000, -1
794999.504000, -1, 8331050, 26.523815, 6777546, 1009.274239, 1009.274239, 100.870522, 0.000000, -1
795000.504000, -1, 8330990, 26.521825, 6777588, 1009.286155, 1009.286155, 100.768608, 0.000000, -1
795001.504000, -1, 8330866, 26.517711, 6777474, 1009.232108, 1009.232108, 101.228615, 0.000000, -1
795002.504000, -1, 8330694, 26.512005, 6777556, 1009.251222, 1009.251222, 101.064697, 0.000000, -1
795003.504000, -1, 8330710, 26.512536, 6777566, 1009.256350, 1009.256350, 101.021072, 0.000000, -1
795004.504000, -1, 8330656, 26.510744, 6777662, 1009.289877, 1009.289877, 100.734985, 0.000000, -1
795005.504000, -1, 8330552, 26.507294, 6777530, 1009.230291, 1009.230291, 101.242302, 0.000000, -1
795006.504000, -1, 8330498, 26.505503, 6777624, 1009.263034, 1009.263034, 100.962891, 0.000000, -1
795007.504000, -1, 8330414, 26.502716, 6777590, 1009.243357, 1009.243357, 101.130135, 0.000000, -1
795008.504000, -1, 8330320, 26.499598, 6777550, 1009.220573, 1009.220573, 101.323814, 0.000000, -1
795009.504000, -1, 8330274, 26.498072, 6777622, 1009.245301, 1009.245301, 101.112762, 0.000000, -1
795010.504000, -1, 8330118, 26.492896, 6777612, 1009.229580, 1009.229580, 101.245880, 0.000000, -1
795011.504000, -1, 8330198, 26.495550, 6777680, 1009.262274, 1009.262274, 100.967659, 0.000000, -1
795012.504000, -1, 8330028, 26.489911, 6777572, 1009.207099, 1009.207099, 101.436996, 0.000000, -1
795013.504000, -1, 8329968, 26.487920, 6777602, 1009.214313, 1009.214313, 101.375160, 0.000000, -1
795014.504000, -1, 8329948, 26.487257, 6777814, 1009.295856, 1009.295856, 100.680000, 0.000000, -1
795015.504000, -1, 8329832, 26.483408, 6777758, 1009.265139, 1009.265139, 100.941154, 0.000000, -1
795016.504000, -1, 8329738, 26.480290, 6777796, 1009.272914, 1009.272914, 100.874352, 0.000000, -1
795017.504000, -1, 8329702, 26.479096, 6777754, 1009.253735, 1009.253735, 101.037613, 0.000000, -1
795018.504000, -1, 8329674, 26.478167, 6777704, 1009.232028, 1009.232028, 101.222481, 0.000000, -1
795019.504000, -1, 8329490, 26.472063, 6777702, 1009.217322, 1009.217322, 101.346779, 0.000000, -1
795020.504000, -1, 8329446, 26.470603, 6777856, 1009.274324, 1009.274324, 100.860664, 0.000000, -1
795021.504000, -1, 8329332, 26.466821, 6777860, 1009.267265, 1009.267265, 100.920189, 0.000000, -1
795022.504000, -1, 8329226, 26.463304, 6777878, 1009.266295, 1009.266295, 100.927849, 0.000000, -1
795023.504000, -1, 8329154, 26.460916, 6777792, 1009.227156, 1009.227156, 101.261032, 0.000000, -1
795024.504000, -1, 8329132, 26.460186, 6777736, 1009.203554, 1009.203554, 101.462090, 0.000000, -1
795025.504000, -1, 8329034, 26.456935, 6777896, 1009.258818, 1009.258818, 100.990486, 0.000000, -1
795026.504000, -1, 8328906, 26.452689, 6777884, 1009.244431, 1009.244431, 101.112373, 0.000000, -1
795027.504000, -1, 8328868, 26.451428, 6777826, 1009.218834, 1009.218834, 101.330330, 0.000000, -1
795028.504000, -1, 8328786, 26.448708, 6777746, 1009.181290, 1009.181290, 101.649872, 0.000000, -1
795029.504000, -1, 8328730, 26.446850, 6777892, 1009.234247, 1009.234247, 101.198174, 0.000000, -1
795030.504000, -1, 8328650, 26.444196, 6777896, 1009.229760, 1009.229760, 101.235962, 0.000000, -1
795031.504000, -1, 8328610, 26.442869, 6777950, 1009.247887, 1009.247887, 101.081230, 0.000000, -1
795032.504000, -1, 8328566, 26.441409, 6777992, 1009.261010, 1009.261010, 100.969131, 0.000000, -1
795033.504000, -1, 8328530, 26.440215, 6777916, 1009.228514, 1009.228514, 101.245895, 0.000000, -1
795034.504000, -1, 8328402, 26.435968, 6777990, 1009.247816, 1009.247816, 101.080650, 0.000000, -1
795035.504000, -1, 8328316, 26.433115, 6777954, 1009.227206, 1009.227206, 101.255821, 0.000000, -1
795036.504000, -1, 8328252, 26.430992, 6778096, 1009.277988, 1009.277988, 100.822639, 0.000000, -1
795037.504000, -1, 8328190, 26.428935, 6777950, 1009.216105, 1009.216105, 101.349724, 0.000000, -1
795038.504000, -1, 8328154, 26.427741, 6778076, 1009.262737, 1009.262737, 100.952065, 0.000000, -1
795039.504000, -1, 8328122, 26.426680, 6778058, 1009.253265, 1009.253265, 101.032616, 0.000000, -1
795040.504000, -1, 8328024, 26.423428, 6778016, 1009.229396, 1009.229396, 101.235481, 0.000000, -1
795041.504000, -1, 8327978, 26.421902, 6777972, 1009.208680, 1009.208680, 101.411789, 0.000000, -1
795042.504000, -1, 8327870, 26.418319, 6778010, 1009.215392, 1009.215392, 101.353966, 0.000000, -1
795043.504000, -1, 8327832, 26.417059, 6778178, 1009.278324, 1009.278324, 100.817383, 0.000000, -1
795044.504000, -1, 8327790, 26.415666, 6778020, 1009.213255, 1009.213255, 101.371719, 0.000000, -1
795045.504000, -1, 8327710, 26.413012, 6777968, 1009.186832, 1009.186832, 101.596466, 0.000000, -1
795046.504000, -1, 8327664, 26.411486, 6778098, 1009.234274, 1009.234274, 101.191856, 0.000000, -1
795047.504000, -1, 8327566, 26.408234, 6778098, 1009.226857, 1009.226857, 101.254509, 0.000000, -1
795048.504000, -1, 8327464, 26.404851, 6778010, 1009.184668, 1009.184668, 101.613503, 0.000000, -1
795049.504000, -1, 8327424, 26.403524, 6778196, 1009.254498, 1009.254498, 101.018127, 0.000000, -1
795050.504000, -1, 8327354, 26.401201, 6778094, 1009.209247, 1009.209247, 101.403389, 0.000000, -1
795051.504000, -1, 8327244, 26.397552, 6778076, 1009.193872, 1009.193872, 101.533798, 0.000000, -1
795052.504000, -1, 8327200, 26.396092, 6778034, 1009.174091, 1009.174091, 101.702133, 0.000000, -1
795053.504000, -1, 8327224, 26.396889, 6778128, 1009.212727, 1009.212727, 101.372986, 0.000000, -1
795054.504000, -1, 8327044, 26.390917, 6778216, 1009.233573, 1009.233573, 101.194283, 0.000000, -1
795055.504000, -1, 8326918, 26.386737, 6778156, 1009.200536, 1009.200536, 101.475128, 0.000000, -1
795056.504000, -1, 8326954, 26.387931, 6778348, 1009.278465, 1009.278465, 100.811195, 0.000000, -1
795057.504000, -1, 8326886, 26.385676, 6778288, 1009.249817, 1009.249817, 101.054947, 0.000000, -1
795058.504000, -1, 8326748, 26.381097, 6778216, 1009.211172, 1009.211172, 101.383507, 0.000000, -1
795059.504000, -1, 8326676, 26.378709, 6778196, 1009.197889, 1009.197889, 101.496300, 0.000000, -1
795060.504000, -1, 8326592, 26.375922, 6778184, 1009.186832, 1009.186832, 101.590057, 0.000000, -1
795061.504000, -1, 8326498, 26.372804, 6778196, 1009.184418, 1009.184418, 101.610092, 0.000000, -1
795062.504000, -1, 8326498, 26.372804, 6778190, 1009.182068, 1009.182068, 101.630119, 0.000000, -1
795063.504000, -1, 8326404, 26.369685, 6778176, 1009.169471, 1009.169471, 101.736938, 0.000000, -1
795064.504000, -1, 8326272, 26.365306, 6778314, 1009.213531, 1009.213531, 101.360680, 0.000000, -1
795065.504000, -1, 8326146, 26.361126, 6778340, 1009.214179, 1009.214179, 101.354439, 0.000000, -1
795066.504000, -1, 8326186, 26.362453, 6778330, 1009.213289, 1009.213289, 101.362251, 0.000000, -1
795067.504000, -1, 8326128, 26.360529, 6778266, 1009.183833, 1009.183833, 101.612953, 0.000000, -1
795068.504000, -1, 8325988, 26.355885, 6778338, 1009.201437, 1009.201437, 101.462120, 0.000000, -1
795069.504000, -1, 8326000, 26.356283, 6778364, 1009.212529, 1009.212529, 101.367668, 0.000000, -1
795070.504000, -1, 8325866, 26.351837, 6778420, 1009.224320, 1009.224320, 101.266418, 0.000000, -1
795071.504000, -1, 8325784, 26.349117, 6778400, 1009.210280, 1009.210280, 101.385590, 0.000000, -1
795072.504000, -1, 8325670, 26.345335, 6778340, 1009.178153, 1009.178153, 101.658737, 0.000000, -1
795073.504000, -1, 8325752, 26.348055, 6778410, 1009.211775, 1009.211775, 101.372673, 0.000000, -1
795074.504000, -1, 8325630, 26.344008, 6778428, 1009.209591, 1009.209591, 101.390587, 0.000000, -1
795075.504000, -1, 8325554, 26.341487, 6778536, 1009.246137, 1009.246137, 101.078712, 0.000000, -1
795076.504000, -1, 8325528, 26.340624, 6778604, 1009.270801, 1009.270801, 100.868385, 0.000000, -1
795077.504000, -1, 8325516, 26.340226, 6778526, 1009.239344, 1009.239344, 101.136383, 0.000000, -1
795078.504000, -1, 8325460, 26.338368, 6778372, 1009.174792, 1009.174792, 101.686172, 0.000000, -1
795079.504000, -1, 8325344, 26.334520, 6778390, 1009.173062, 1009.173062, 101.700249, 0.000000, -1
795080.504000, -1, 8325310, 26.333392, 6778654, 1009.273882, 1009.273882, 100.840889, 0.000000, -1
